,competition,date,match,team,pos,pos_role,player,match_id,original_rating
3569,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Mexico,DF,DC,Carlos Joel Salcedo Hernández,7566,5.945
3573,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Mexico,DF,DC,Héctor Alfredo Moreno Herrera,7566,5.35
3576,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Mexico,DF,DL,Jesús Daniel Gallardo Vasconcelos,7566,5.895
3580,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Mexico,DF,DR,Giovani dos Santos Ramírez,7566,5.43
3584,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Mexico,FW,FW,Hirving Rodrigo Lozano Bahena,7566,5.8825
3588,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Mexico,GK,GK,Francisco Guillermo Ochoa Magaña,7566,5.5649999999999995
3592,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Mexico,MF,AMC,Carlos Alberto Vela Garrido,7566,5.8325
3596,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Mexico,MF,AML,Hirving Rodrigo Lozano Bahena,7566,6.095
3600,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Mexico,MF,AMR,Miguel Arturo Layún Prado,7566,5.845
3604,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Mexico,MF,DMC,José Andrés Guardado Hernández,7566,5.53
3608,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Mexico,MF,DMC,Héctor Alfredo Moreno Herrera,7566,5.66
3612,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Mexico,Sub,Sub,Jesús Manuel Corona Ruíz,7566,6.205
3614,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Mexico,Sub,Sub,Marco Jhonfai Fabián De La Mora,7566,6.05
3615,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Mexico,Sub,Sub,Oribe Peralta Morones,7566,5.94
3616,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Sweden,DF,DC,Andreas Granqvist,7566,6.7725
3621,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Sweden,DF,DC,Victor Nilsson Lindelöf,7566,6.217499999999999
3625,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Sweden,DF,DL,Ludwig Augustinsson,7566,6.535
3630,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Sweden,DF,DR,Mikael Lustig,7566,6.885
3634,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Sweden,FW,FW,Marcus Berg,7566,6.675
3639,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Sweden,FW,FW,Ola Toivonen,7566,6.2625
3644,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Sweden,GK,GK,Robin Olsen,7566,6.0675
3649,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Sweden,MF,MC,Albin Ekdal,7566,5.845000000000001
3654,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Sweden,MF,MC,Sebastian Larsson,7566,5.529999999999999
3658,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Sweden,MF,ML,Emil Peter Forsberg,7566,6.029999999999999
3663,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Sweden,MF,MR,Viktor Claesson,7566,5.8825
3668,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Sweden,Sub,Sub,Gustav Svensson,7566,5.293333333333333
3671,World Cup 2018,2018-06-27,"Mexico - Sweden, 0 - 3",Sweden,Sub,Sub,Isaac Kiese Thelin,7566,6.605
3674,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Brazil,DF,DC,João Miranda de Souza Filho,7565,6.2524999999999995
3679,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Brazil,DF,DC,Thiago Emiliano da Silva,7565,6.7275
3684,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Brazil,DF,DL,Marcos Aoás Corrêa,7565,6.175000000000001
3688,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Brazil,DF,DR,Fágner Conserva Lemos,7565,6.1375
3692,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Brazil,FW,FW,Gabriel Fernando de Jesus,7565,6.1725
3697,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Brazil,FW,FWL,Neymar da Silva Santos Junior,7565,6.8125
3702,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Brazil,FW,FWR,Willian Borges da Silva,7565,5.7775
3707,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Brazil,GK,GK,Alisson Ramsés Becker,7565,6.25
3712,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Brazil,MF,MC,Carlos Henrique Casimiro,7565,6.32
3716,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Brazil,MF,MC,Philippe Coutinho Correia,7565,5.975
3721,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Brazil,MF,MC,Philippe Coutinho Correia,7565,6.45
3726,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Brazil,Sub,Sub,Fernando Luiz Rosa,7565,6.859999999999999
3731,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Brazil,Sub,Sub,Filipe Luís Kasmirski,7565,6.076666666666667
3733,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Brazil,Sub,Sub,Renato Soares de Oliveira Augusto,7565,6.08
3736,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Serbia,DF,DC,Milos Veljkovic,7565,5.6625
3737,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Serbia,DF,DC,Nikola Milenković,7565,6.047499999999999
3740,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Serbia,DF,DL,Aleksandar Kolarov,7565,5.7675
3743,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Serbia,DF,DR,Antonio Rukavina,7565,6.0475
3745,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Serbia,FW,FW,Aleksandar Mitrović,7565,5.3475
3748,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Serbia,GK,GK,Vladimir Stojković,7565,5.8225
3751,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Serbia,MF,AMC,Adem Ljajić,7565,5.1675
3754,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Serbia,MF,AML,Filip Kostić,7565,5.575
3757,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Serbia,MF,AMR,Dušan Tadić,7565,5.895
3760,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Serbia,MF,DMC,Nemanja Matić,7565,6.2125
3763,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Serbia,MF,DMC,Sergej Milinković-Savić,7565,5.795
3766,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Serbia,Sub,Sub,Andrija Živković,7565,6.0649999999999995
3767,World Cup 2018,2018-06-27,"Serbia - Brazil, 0 - 2",Serbia,Sub,Sub,Nemanja Radonjić,7565,6.22
3769,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",Germany,DF,DC,Mats Hummels,7567,6.245
3771,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",Germany,DF,DC,Niklas Süle,7567,5.7425
3772,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",Germany,DF,DL,Jonas Hector,7567,5.9350000000000005
3774,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",Germany,DF,DR,Joshua Kimmich,7567,6.4875
3777,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",Germany,FW,FW,Timo Werner,7567,5.7125
3780,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",Germany,GK,GK,Manuel Neuer,7567,5.285
3783,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",Germany,MF,AMC,Mesut Özil,7567,6.37
3785,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",Germany,MF,AML,Marco Reus,7567,6.0649999999999995
3788,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",Germany,MF,DMC,Sami Khedira,7567,6.06
3790,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",Germany,MF,DMC,Toni Kroos,7567,6.2524999999999995
3793,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",Germany,Sub,Sub,Thomas Müller,7567,5.725
3796,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",South Korea,DF,DC,Young-Gwon Kim,7567,6.2775
3797,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",South Korea,DF,DC,Young-Sun Yun,7567,6.355
3798,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",South Korea,DF,DL,Chul Hong,7567,5.945
3800,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",South Korea,DF,DR,Yong Lee,7567,6.45
3803,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",South Korea,FW,FW,Ja-Cheol Koo,7567,5.68
3805,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",South Korea,FW,FW,Heung-Min Son,7567,6.3375
3808,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",South Korea,GK,GK,Hyeon-Woo Jo,7567,6.7225
3811,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",South Korea,MF,MC,Hyun-Soo Jang,7567,5.8774999999999995
3814,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",South Korea,MF,ML,Seon-Min Moon,7567,5.6125
3816,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",South Korea,MF,MR,Jae-Sung Lee,7567,6.29
3819,World Cup 2018,2018-06-27,"South Korea - Germany, 2 - 0",South Korea,Sub,Sub,Se-Jong Ju,7567,6.88
3821,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Costa Rica,DF,DC,Giancarlo González Castro,7568,6.0675
3824,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Costa Rica,DF,DC,Johnny Acosta Zamora,7568,5.4575
3827,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Costa Rica,DF,DC,Kendall Jamaal Waston Manley,7568,6.2325
3828,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Costa Rica,FW,FW,Joel Nathaniel Campbell Samuels,7568,6.3675
3830,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Costa Rica,GK,GK,Keylor Navas Gamboa,7568,5.8100000000000005
3833,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Costa Rica,MF,AMC,Bryan Ruiz González,7568,5.84
3836,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Costa Rica,MF,AMC,Daniel Colindres Solera,7568,5.6775
3837,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Costa Rica,MF,DML,Bryan Oviedo,7568,6.0024999999999995
3839,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Costa Rica,MF,DMR,Cristian Gamboa Luna,7568,6.1975
3842,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Costa Rica,MF,MC,Celso Borges Mora,7568,6.1425
3845,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Costa Rica,MF,MC,David Alberto Guzmán Pérez,7568,5.695
3848,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Costa Rica,Sub,Sub,Ian Rey Smith Quiros,7568,6.1
3849,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Costa Rica,Sub,Sub,Rándall Azofeifa Corrales,7568,6.09
3850,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Costa Rica,Sub,Sub,Rodney Wallace,7568,4.99
3851,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Switzerland,DF,DC,Fabian Lukas Schär,7568,5.695
3854,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Switzerland,DF,DC,Manuel Obafemi Akanji,7568,5.7025
3858,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Switzerland,DF,DL,Ricardo Iván Rodríguez Araya,7568,5.8175
3862,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Switzerland,DF,DR,Stephan Lichtsteiner,7568,6.2
3865,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Switzerland,FW,FW,Mario Gavranović,7568,5.695
3867,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Switzerland,GK,GK,Yann Sommer,7568,5.63
3871,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Switzerland,MF,AMC,Blerim Džemaili,7568,5.96
3875,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Switzerland,MF,AML,Breel-Donald Embolo,7568,6.55
3878,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Switzerland,MF,AMR,Xherdan Shaqiri,7568,5.76
3882,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Switzerland,MF,DMC,Granit Xhaka,7568,6.3875
3886,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Switzerland,MF,DMC,Valon Behrami,7568,5.54
3890,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Switzerland,Sub,Sub,Denis Lemi Zakaria Lako Lado,7568,5.476666666666667
3892,World Cup 2018,2018-06-27,"Switzerland - Costa Rica, 2 - 2",Switzerland,Sub,Sub,Josip Drmic,7568,6.6
3894,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",Belgium,DF,DC,Anga Dedryck Boyata,7570,5.7625
3897,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",Belgium,DF,DC,Leander Dendoncker,7570,5.62
3898,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",Belgium,DF,DC,Thomas Vermaelen,7570,5.77
3901,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",Belgium,FW,FW,Michy Batshuayi Tunga,7570,5.725
3903,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",Belgium,GK,GK,Thibaut Courtois,7570,5.7375
3910,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",Belgium,MF,AMC,Adnan Januzaj,7570,5.9425
3911,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",Belgium,MF,AMC,Marouane Fellaini-Bakkioui,7570,6.484999999999999
3916,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",Belgium,MF,DML,Thorgan Hazard,7570,6.425
3918,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",Belgium,MF,DMR,Nacer Chadli,7570,5.9725
3924,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",Belgium,MF,MC,Mousa Sidi Yaya Dembélé,7570,6.1175
3928,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",Belgium,MF,MC,Youri Tielemans,7570,6.0125
3932,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",Belgium,Sub,Sub,Dries Mertens,7570,6.085
3938,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",Belgium,Sub,Sub,Vincent Kompany,7570,6.025
3943,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",England,DF,DC,Gary Cahill,7570,6.154999999999999
3944,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",England,DF,DC,John Stones,7570,5.63
3951,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",England,DF,DC,Phil Jones,7570,5.835
3953,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",England,FW,FW,Jamie Vardy,7570,5.9475
3957,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",England,FW,FW,Marcus Rashford,7570,5.6525
3963,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",England,GK,GK,Jordan Pickford,7570,5.4575
3970,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",England,MF,DMC,Eric Dier,7570,5.4075
3975,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",England,MF,MC,Fabian Delph,7570,5.9225
3979,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",England,MF,MC,Ruben Loftus-Cheek,7570,6.0575
3983,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",England,MF,ML,Danny Rose,7570,6.375
3988,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",England,MF,MR,Trent Alexander-Arnold,7570,5.915
3989,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",England,Sub,Sub,Danny Rose,7570,6.07
3990,World Cup 2018,2018-06-28,"England - Belgium, 0 - 1",England,Sub,Sub,Harry Maguire,7570,5.59
3997,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Japan,DF,DC,Maya Yoshida,7572,5.8375
4001,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Japan,DF,DC,Tomoaki Makino,7572,6.2225
4002,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Japan,DF,DL,Yuto Nagatomo,7572,5.875
4006,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Japan,DF,DR,Hiroki Sakai,7572,6.225
4010,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Japan,FW,FW,Shinji Okazaki,7572,5.5625
4013,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Japan,FW,FW,Yoshinori Muto,7572,5.9375
4014,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Japan,GK,GK,Eiji Kawashima,7572,5.325
4018,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Japan,MF,MC,Gaku Shibasaki,7572,6.1775
4022,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Japan,MF,MC,Hotaru Yamaguchi,7572,5.55
4025,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Japan,MF,ML,Takashi Usami,7572,6.1925
4027,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Japan,MF,MR,Gotoku Sakai,7572,5.2475000000000005
4028,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Japan,Sub,Sub,Makoto Hasebe,7572,5.5
4032,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Japan,Sub,Sub,Takashi Inui,7572,5.665
4036,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Japan,Sub,Sub,Yuto Nagatomo,7572,4.966666666666667
4040,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Poland,DF,DC,Jan Bednarek,7572,6.3175
4043,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Poland,DF,DC,Kamil Glik,7572,6.3425
4045,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Poland,DF,DL,Artur Jędrzejczyk,7572,5.98
4046,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Poland,DF,DR,Bartosz Bereszyński,7572,6.0125
4049,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Poland,FW,FW,Robert Lewandowski,7572,5.6225000000000005
4052,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Poland,GK,GK,Łukasz Fabiański,7572,6.1175
4053,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Poland,MF,AMC,Piotr Zieliński,7572,5.745
4056,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Poland,MF,AML,Rafał Kurzawa,7572,6.2775
4057,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Poland,MF,AMR,Kamil Grosicki,7572,6.16
4060,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Poland,MF,DMC,Grzegorz Krychowiak,7572,5.9475
4063,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Poland,MF,DMC,Jacek Góralski,7572,5.7825
4065,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Poland,Sub,Sub,Łukasz Teodorczyk,7572,5.135
4067,World Cup 2018,2018-06-28,"Japan - Poland, 0 - 1",Poland,Sub,Sub,Sławomir Peszko,7572,4.98
4068,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Panama,DF,DC,Fidel Escobar Mendieta,7569,6.195
4071,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Panama,DF,DC,Román Aureliano Torres Morcillo,7569,5.8875
4074,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Panama,DF,DL,Luis Carlos Ovalle Victoria,7569,5.78
4075,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Panama,DF,DR,Adolfo Abdiel Machado,7569,5.5725
4076,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Panama,FW,FW,Gabriel Arturo Torres Tejada,7569,5.635
4078,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Panama,GK,GK,Jaime Manuel Penedo Cano,7569,5.99
4081,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Panama,MF,DMC,Gabriel Enrique Gómez Girón,7569,5.915
4084,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Panama,MF,MC,Aníbal Cesis Godoy,7569,5.31
4087,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Panama,MF,MC,Ricardo Guardia Avila,7569,5.4275
4089,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Panama,MF,ML,Edgar Yoel Bárcenas Herrera,7569,6.3325
4092,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Panama,MF,MR,José Luis Rodríguez Francis,7569,5.3149999999999995
4095,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Panama,Sub,Sub,Abdiel Arroyo Molinar,7569,5.609999999999999
4097,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Panama,Sub,Sub,Harold Oshkaly Cummings Segura,7569,5.510000000000001
4098,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Panama,Sub,Sub,Luis Carlos Tejada Hansell,7569,5.163333333333333
4100,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Tunisia,DF,DC,Rami Bedoui,7569,5.6775
4101,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Tunisia,DF,DC,Yassine Meriah,7569,5.9475
4104,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Tunisia,DF,DL,Oussama Haddadi,7569,6.355
4105,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Tunisia,DF,DR,Hamdi Nagguez,7569,5.9425
4107,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Tunisia,FW,FW,Wahbi Khazri,7569,6.734999999999999
4110,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Tunisia,GK,GK,Aymen Mathlouthi,7569,5.645
4111,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Tunisia,MF,DMC,Ellyes Joris Skhiri,7569,5.6325
4114,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Tunisia,MF,MC,Ferjani Sassi,7569,5.6725
4117,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Tunisia,MF,MC,Ghilane Chalali,7569,6.08
4118,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Tunisia,MF,ML,Naïm Sliti,7569,6.1225000000000005
4121,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Tunisia,MF,MR,Fakhreddine Ben Youssef,7569,6.1274999999999995
4122,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Tunisia,Sub,Sub,Ahmed Khalil,7569,5.595000000000001
4123,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Tunisia,Sub,Sub,Anice Badri,7569,4.88
4126,World Cup 2018,2018-06-28,"Panama - Tunisia, 1 - 2",Tunisia,Sub,Sub,Bassem Srarfi,7569,6.04
4127,World Cup 2018,2018-06-28,"Senegal - Colombia, 0 - 1",Colombia,DF,DC,Davinson Sánchez Mina,7571,5.9425
4131,World Cup 2018,2018-06-28,"Senegal - Colombia, 0 - 1",Colombia,DF,DC,Yerry Fernando Mina González,7571,6.6675
4134,World Cup 2018,2018-06-28,"Senegal - Colombia, 0 - 1",Colombia,DF,DL,Johan Andrés Mojica Palacio,7571,5.7425
4138,World Cup 2018,2018-06-28,"Senegal - Colombia, 0 - 1",Colombia,DF,DR,Santiago Arias Naranjo,7571,6.1525
4142,World Cup 2018,2018-06-28,"Senegal - Colombia, 0 - 1",Colombia,FW,FW,Radamel Falcao García Zárate,7571,5.5075
4146,World Cup 2018,2018-06-28,"Senegal - Colombia, 0 - 1",Colombia,GK,GK,David Ospina Ramírez,7571,5.984999999999999
4150,World Cup 2018,2018-06-28,"Senegal - Colombia, 0 - 1",Colombia,MF,AMC,Juan Fernando Quintero Paniagua,7571,5.985
4154,World Cup 2018,2018-06-28,"Senegal - Colombia, 0 - 1",Colombia,MF,AML,James David Rodríguez Rubio,7571,5.685
4157,World Cup 2018,2018-06-28,"Senegal - Colombia, 0 - 1",Colombia,MF,AMR,Juan Guillermo Cuadrado Bello,7571,5.3375
4161,World Cup 2018,2018-06-28,"Senegal - Colombia, 0 - 1",Colombia,MF,DMC,Carlos Alberto Sánchez Moreno,7571,5.8725000000000005
4164,World Cup 2018,2018-06-28,"Senegal - Colombia, 0 - 1",Colombia,MF,DMC,Andrés Mateus Uribe Villa,7571,5.7125
